price,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,guests_included,review_scores_rating,reviews_per_month
199.00,1.00,0.96,t,Riverside,2,1,1,1,1,100,0.12
140.00,N/A,0.00,f,North Cambridge,4,1,2,3,3,,0.05
99.00,1.00,1.00,f,Riverside,3,2,1,2,1,90,6.7
77.00,1.00,0.34,f,Neighborhood Nine,2,2,1,2,1,,
170.00,1.00,0.00,f,West Cambridge,1,1,1,2,1,,
99.00,0.98,0.96,f,Area 2/MIT,2,1,1,1,1,98,1.95
99.00,0.98,0.96,f,Area 2/MIT,2,1,1,1,1,98,2.25
185.00,N/A,N/A,f,Wellington-Harrington,4,1,2,2,4,96,0.5
149.00,N/A,N/A,f,East Cambridge,2,1,0,1,2,100,0.12
43.00,1.00,N/A,f,Mid-Cambridge,1,1,1,1,1,,
172.00,N/A,0.40,f,Riverside,2,1,1,1,1,100,0.17
120.00,1.00,1.00,t,Mid-Cambridge,2,1,1,2,1,96,0.5
170.00,1.00,0.00,f,West Cambridge,1,1,2,1,1,,
400.00,1.00,0.00,f,West Cambridge,7,2.5,4,4,1,,
110.00,1.00,1.00,t,The Port,2,1,1,2,1,96,0.83
199.00,N/A,1.00,f,East Cambridge,10,1,3,5,2,91,3.1
75.00,1.00,1.00,t,The Port,1,1,1,1,1,97,9.1
220.00,N/A,0.90,f,East Cambridge,4,2,2,2,1,93,0.26
75.00,0.91,0.87,f,Cambridgeport,2,2,1,1,1,95,0.73
65.00,1.00,1.00,f,Wellington-Harrington,4,1,1,1,1,94,1.79
65.00,1.00,1.00,f,The Port,4,1,1,1,1,85,2.61
65.00,1.00,1.00,f,Wellington-Harrington,2,1,1,1,1,90,0.88
175.00,N/A,N/A,f,East Cambridge,6,1,2,4,2,90,0.48
50.00,1.00,1.00,t,The Port,1,1,1,1,1,95,8.42
179.00,1.00,0.97,t,East Cambridge,5,1,2,3,4,98,2.74
164.00,1.00,0.63,t,Agassiz,4,1,1,2,1,98,1.1
50.00,0.67,0.75,f,Mid-Cambridge,1,2,1,1,1,100,0.13
275.00,0.40,0.43,f,West Cambridge,2,1,1,1,1,97,0.35
29.00,0.95,0.99,f,The Port,2,1,1,1,1,92,3.11
95.00,1.00,1.00,f,Neighborhood Nine,1,1,1,1,1,100,0.52
60.00,1.00,1.00,f,Neighborhood Nine,2,1,1,1,1,96,0.29
120.00,1.00,1.00,f,Neighborhood Nine,2,1,1,1,1,93,0.52
120.00,1.00,1.00,f,Neighborhood Nine,2,1,1,1,1,85,0.27
120.00,1.00,1.00,f,Neighborhood Nine,2,1,1,1,1,93,0.83
100.00,1.00,1.00,t,North Cambridge,1,1,1,1,1,89,0.54
69.00,N/A,N/A,f,Mid-Cambridge,2,2,1,1,1,100,0.24
61.00,0.91,0.87,f,The Port,1,2,1,1,8,85,0.41
29.00,0.95,0.99,f,Wellington-Harrington,2,2,1,1,1,95,2.91
29.00,0.95,0.99,f,Wellington-Harrington,2,1.5,1,1,1,94,3.01
29.00,0.95,0.99,f,Wellington-Harrington,2,1.5,1,2,1,94,3.91
115.00,N/A,N/A,f,The Port,1,1,1,1,1,,
129.00,N/A,N/A,f,The Port,4,1,3,3,4,,
475.00,0.67,0.23,f,Cambridge Highlands,6,2.5,4,4,1,100,0.31
180.00,1.00,1.00,t,East Cambridge,4,1,1,2,3,99,3.17
19.00,0.95,0.99,f,Wellington-Harrington,2,1.5,1,1,1,94,2.33
60.00,N/A,N/A,f,East Cambridge,2,1,1,1,1,,
85.00,1.00,1.00,t,Mid-Cambridge,2,1,1,2,2,98,4.47
85.00,1.00,1.00,t,Mid-Cambridge,2,1,1,2,2,100,3.56
250.00,1.00,1.00,f,The Port,4,1.5,2,3,4,100,0.62
200.00,1.00,0.94,t,Cambridgeport,6,1,2,4,2,99,1.89
102.00,1.00,0.94,t,Cambridgeport,3,1,2,2,2,100,0.13
60.00,N/A,N/A,f,Riverside,1,1,1,1,1,,
200.00,1.00,0.68,t,Cambridgeport,4,2,2,3,1,100,0.89
191.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,100,0.09
243.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,100,0.08
184.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,,
148.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
193.00,1.00,0.98,f,Area 2/MIT,4,2,2,2,2,,
103.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,100,0.1
202.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
120.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,,
150.00,1.00,0.78,t,Wellington-Harrington,3,1,1,2,1,100,0.67
179.00,1.00,0.96,t,Neighborhood Nine,4,1,1,2,2,99,4.29
50.00,1.00,1.00,f,Mid-Cambridge,2,1,1,1,1,100,0.27
108.00,N/A,1.00,f,Cambridgeport,2,1,1,1,1,100,0.55
144.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,,
70.00,N/A,N/A,f,Riverside,3,2,1,2,1,100,0.08
89.00,N/A,1.00,f,Riverside,2,1,0,1,1,100,0.07
125.00,N/A,0.50,f,Cambridgeport,4,1,1,1,1,93,0.31
84.00,1.00,1.00,t,Neighborhood Nine,2,1,1,1,2,96,6.1
31.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,85,4.89
79.00,0.92,0.71,f,The Port,2,1,1,1,1,90,0.55
132.00,N/A,N/A,f,East Cambridge,6,1,0,2,1,,
40.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,91,4.7
40.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,83,3.46
41.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,91,5.19
131.00,N/A,N/A,f,Wellington-Harrington,5,2,3,3,1,,
89.00,1.00,0.63,t,Neighborhood Nine,4,1,1,2,2,99,1.35
30.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,90,4.09
90.00,N/A,1.00,f,Agassiz,2,1,1,1,1,100,1.15
70.00,1.00,1.00,t,Neighborhood Nine,2,2,1,1,1,96,1.44
66.00,N/A,1.00,f,North Cambridge,1,1,1,1,1,85,0.28
40.00,1.00,0.99,f,East Cambridge,2,2,1,1,1,86,5.63
39.00,1.00,1.00,f,The Port,2,1,1,1,1,88,2.42
60.00,N/A,0.00,f,Neighborhood Nine,2,1,1,1,1,,0.07
200.00,1.00,0.75,f,Area 2/MIT,4,1,1,1,1,60,0.4
35.00,0.00,0.00,f,Mid-Cambridge,2,1,1,1,1,,
32.00,1.00,0.99,f,East Cambridge,1,2,1,1,1,90,4.63
75.00,0.91,0.87,f,The Port,1,2,1,1,8,90,0.56
120.00,N/A,0.50,f,Neighborhood Nine,3,1,1,1,1,100,0.28
70.00,1.00,0.85,f,Wellington-Harrington,1,1,1,1,1,,
37.00,0.00,N/A,f,The Port,1,1,1,1,1,,
68.00,1.00,0.96,f,Wellington-Harrington,2,1.5,1,1,1,100,0.73
40.00,1.00,0.99,f,Mid-Cambridge,2,1.5,1,1,1,85,0.3
80.00,N/A,1.00,f,Cambridgeport,2,1,1,1,1,100,0.3
175.00,1.00,0.97,t,East Cambridge,3,1,1,2,1,100,4.88
100.00,1.00,0.78,t,The Port,1,1.5,1,1,3,,
80.00,N/A,1.00,f,Cambridgeport,2,1,1,3,1,100,0.39
160.00,N/A,1.00,f,Cambridgeport,4,2,2,3,1,,
350.00,N/A,1.00,f,West Cambridge,5,2,3,3,1,100,0.41
50.00,1.00,1.00,t,Wellington-Harrington,2,1,1,1,2,100,3.08
248.00,1.00,0.98,f,East Cambridge,4,2,2,2,2,,
110.00,1.00,0.67,t,Riverside,2,1,1,1,1,100,0.2
80.00,1.00,1.00,t,North Cambridge,2,1,1,1,1,100,5.97
70.00,N/A,0.56,f,Strawberry Hill,4,1,1,2,4,,
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,91,2.34
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,86,2.97
60.00,N/A,1.00,f,West Cambridge,4,1,1,1,1,90,2.54
325.00,1.00,1.00,f,East Cambridge,7,2,3,4,1,96,3.23
150.00,1.00,0.00,f,Neighborhood Nine,4,1,2,3,4,,
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,86,2.49
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,88,1.55
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,93,2.72
60.00,N/A,1.00,f,West Cambridge,2,1,1,1,1,92,2.28
65.00,1.00,1.00,f,North Cambridge,2,3,1,2,1,96,2.22
65.00,1.00,1.00,f,Neighborhood Nine,2,3,1,2,1,92,4.13
65.00,1.00,1.00,f,Neighborhood Nine,4,3,1,2,1,96,3.02
110.00,0.95,1.00,f,Neighborhood Nine,2,3,1,1,1,90,6.14
110.00,0.95,1.00,f,Neighborhood Nine,4,3,1,2,1,96,4.44
110.00,0.95,1.00,f,Neighborhood Nine,4,1,1,2,1,93,3.9
60.00,1.00,1.00,t,Neighborhood Nine,4,3,1,2,1,95,3.89
60.00,1.00,1.00,t,Neighborhood Nine,2,3,1,1,1,94,2.96
85.00,N/A,N/A,f,Cambridgeport,2,1,0,1,1,100,0.09
230.00,0.00,0.63,t,Wellington-Harrington,8,1.5,3,5,1,,
1000.00,N/A,1.00,f,The Port,10,2,5,5,5,100,0.09
60.00,1.00,1.00,f,The Port,4,1,1,2,1,91,6.08
60.00,1.00,1.00,f,The Port,2,1.5,1,1,1,91,3.65
60.00,1.00,1.00,f,The Port,4,1.5,1,2,1,82,2.18
100.00,N/A,1.00,f,Riverside,4,1,1,1,1,100,0.24
60.00,1.00,1.00,f,Wellington-Harrington,4,1.5,1,2,1,93,3.91
71.00,N/A,N/A,f,Mid-Cambridge,2,2,1,1,1,100,0.08
110.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,100,0.18
79.00,1.00,1.00,f,West Cambridge,2,1,1,1,1,,
110.00,1.00,1.00,t,Cambridgeport,1,1,1,1,1,95,0.35
120.00,1.00,1.00,t,Cambridgeport,1,1,1,1,1,98,0.77
60.00,1.00,0.99,f,Cambridgeport,4,2,1,2,1,93,3.55
60.00,1.00,0.99,f,Cambridgeport,4,2,1,2,1,92,5.74
60.00,1.00,0.99,f,Cambridgeport,4,2,1,2,1,91,7.12
189.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
1000.00,N/A,1.00,f,North Cambridge,1,1,1,1,1,89,0.59
65.00,1.00,1.00,f,Cambridgeport,4,2,1,2,1,92,4.68
65.00,1.00,1.00,f,Cambridgeport,4,2,1,2,1,95,7.23
65.00,1.00,1.00,f,Cambridgeport,4,2,1,2,1,94,6.05
179.00,0.98,0.96,f,East Cambridge,4,2,2,2,1,97,0.74
500.00,1.00,0.92,f,East Cambridge,8,2,3,4,4,98,3.54
500.00,1.00,0.92,f,East Cambridge,8,2,3,4,4,93,3.03
500.00,1.00,0.92,f,East Cambridge,7,2,3,5,4,92,3.16
200.00,1.00,0.98,f,Agassiz,2,1,1,1,1,,
166.00,1.00,0.98,f,Agassiz,2,1,1,1,1,,
210.00,0.00,0.63,t,Wellington-Harrington,6,1,2,3,1,,
189.00,1.00,1.00,t,Wellington-Harrington,3,1,0,2,2,97,5.58
65.00,1.00,0.99,f,North Cambridge,4,3,1,2,1,92,3.03
130.00,1.00,0.91,f,North Cambridge,3,1,0,3,1,,
118.00,N/A,0.00,f,North Cambridge,6,2,2,4,6,,
100.00,1.00,1.00,t,North Cambridge,1,1,1,1,1,76,0.44
100.00,1.00,1.00,t,North Cambridge,1,1,1,1,1,93,0.53
157.00,1.00,0.98,f,Area 2/MIT,2,1,0,1,1,,
153.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
56.00,1.00,0.77,f,Agassiz,1,1,1,1,1,80,0.3
175.00,0.90,0.96,f,Riverside,4,1,1,1,2,93,5.23
150.00,1.00,0.99,t,Cambridgeport,2,1,1,1,1,98,3.62
246.00,1.00,0.98,f,East Cambridge,4,1,2,2,2,,
358.00,0.86,0.98,f,Mid-Cambridge,8,1,4,4,4,94,2.1
100.00,1.00,1.00,t,North Cambridge,1,1,1,1,1,90,0.39
170.00,0.90,0.69,f,North Cambridge,2,1,0,2,1,,
46.00,0.80,0.88,f,West Cambridge,1,1,1,1,1,78,0.81
135.00,N/A,N/A,f,West Cambridge,4,1.5,2,2,1,,
230.00,1.00,1.00,t,Mid-Cambridge,4,1,2,2,4,97,5.52
75.00,0.91,0.87,f,The Port,1,2,1,1,8,40,0.28
65.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,90,0.26
85.00,0.00,0.27,f,North Cambridge,2,1,1,1,1,,
50.00,1.00,0.98,f,Wellington-Harrington,2,1,1,2,1,,
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,80,0.12
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,,
70.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,100,0.33
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,100,0.2
60.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,80,0.13
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,100,0.19
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,93,0.28
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,,
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,100,0.15
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,80,0.24
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,80,0.14
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,,
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,90,0.19
68.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,,
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,40,0.09
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,40,0.14
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,1,1,100,0.2
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,100,0.19
60.00,1.00,0.98,f,Wellington-Harrington,2,1,1,1,1,60,0.1
65.00,1.00,0.98,f,Wellington-Harrington,4,1,1,2,1,73,0.28
47.00,1.00,0.99,f,Mid-Cambridge,2,1.5,1,1,1,100,0.41
46.00,1.00,0.99,f,Mid-Cambridge,2,1.5,1,1,1,85,0.37
65.00,1.00,0.99,f,Agassiz,2,1.5,1,1,1,93,0.44
175.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,100,0.19
650.00,0.90,0.89,f,Mid-Cambridge,4,1,2,3,4,100,0.75
200.00,N/A,1.00,f,Mid-Cambridge,4,1,1,2,1,100,0.5
114.00,1.00,0.96,t,East Cambridge,1,1.5,1,1,1,100,0.76
89.00,1.00,0.99,f,Agassiz,2,1,1,1,1,92,2.18
119.00,N/A,1.00,f,Riverside,4,1,1,2,2,20,0.1
95.00,1.00,0.96,t,East Cambridge,1,1.5,1,1,1,100,0.78
80.00,0.96,0.88,f,Agassiz,2,1,1,1,1,93,0.3
127.00,0.96,0.88,f,Agassiz,9,1,3,5,2,84,1.08
83.00,N/A,1.00,f,West Cambridge,2,1,1,2,1,,
114.00,1.00,1.00,t,Cambridgeport,2,1,1,1,1,98,11.71
134.00,1.00,1.00,t,Cambridgeport,4,1,2,2,1,98,8.89
120.00,N/A,0.43,f,Mid-Cambridge,2,1,1,2,1,100,0.3
45.00,N/A,0.71,f,Agassiz,1,1.5,0,1,2,20,0.2
180.00,N/A,0.80,f,West Cambridge,2,1,1,1,1,,0.1
115.00,1.00,0.78,t,Wellington-Harrington,2,1,1,1,1,98,1.3
150.00,1.00,1.00,t,Cambridgeport,2,1,1,1,1,99,11.1
215.00,0.93,1.00,f,Riverside,6,1,2,6,3,93,0.88
176.00,0.44,0.75,f,The Port,2,1,0,2,1,100,0.28
173.00,1.00,1.00,f,Mid-Cambridge,3,1,1,2,2,92,5.28
200.00,1.00,0.94,t,Cambridgeport,6,1,3,3,1,100,0.17
110.00,1.00,1.00,f,East Cambridge,2,1,1,1,1,90,0.27
825.00,N/A,1.00,f,Riverside,12,4.5,5,7,1,,0.1
210.00,0.96,0.88,f,Agassiz,5,1,2,2,2,100,0.59
90.00,0.96,0.88,f,Agassiz,2,1,1,1,1,100,0.11
86.00,0.96,0.88,f,Agassiz,2,1,1,1,1,100,0.11
75.00,1.00,1.00,f,Strawberry Hill,1,1,1,1,1,90,0.26
179.00,1.00,0.99,t,Neighborhood Nine,2,1,1,1,2,96,1.13
99.00,1.00,0.99,f,The Port,3,1,1,3,1,93,3.96
275.00,0.90,0.89,f,Mid-Cambridge,4,1,2,2,4,80,0.58
170.00,1.00,1.00,t,Cambridgeport,7,1,3,3,6,98,5.08
149.00,1.00,0.84,t,Agassiz,2,1,2,1,1,100,0.34
110.00,1.00,1.00,t,The Port,2,1,1,0,1,97,2.07
125.00,N/A,1.00,f,Area 2/MIT,3,1,1,1,1,90,0.28
350.00,N/A,0.86,f,East Cambridge,5,2,2,2,1,100,0.58
55.00,1.00,0.99,f,West Cambridge,2,1,1,1,1,,
950.00,0.80,0.57,f,Mid-Cambridge,6,3.5,4,4,6,100,0.13
45.00,N/A,1.00,f,West Cambridge,1,1,1,1,1,100,0.15
150.00,0.00,1.00,f,Strawberry Hill,4,1,2,1,4,,
145.00,0.83,0.88,f,Cambridgeport,2,1,1,1,1,100,0.13
200.00,0.96,0.88,f,Mid-Cambridge,5,1,2,3,2,91,1.84
200.00,1.00,0.92,f,East Cambridge,3,1,1,2,2,,
92.00,1.00,0.96,f,The Port,2,1,2,1,1,92,3.4
345.00,1.00,1.00,f,North Cambridge,11,2,4,6,8,93,2.22
130.00,0.92,0.91,f,East Cambridge,6,1,2,2,4,40,1
80.00,0.89,0.95,f,Mid-Cambridge,3,1,1,3,1,100,0.15
150.00,N/A,0.87,t,Mid-Cambridge,4,1,2,3,2,98,2.64
20.00,1.00,1.00,t,Neighborhood Nine,3,1,0,1,2,100,2.19
195.00,1.00,0.79,f,West Cambridge,2,1,1,1,2,100,0.79
146.00,N/A,N/A,f,The Port,4,2,2,2,1,,
136.00,1.00,0.98,f,Mid-Cambridge,4,1,2,2,2,,
100.00,0.80,0.88,f,West Cambridge,1,1,1,1,2,80,0.34
325.00,0.89,0.83,f,Riverside,4,1,2,4,4,100,0.6
350.00,0.89,0.83,f,West Cambridge,4,1,2,2,4,,1
115.00,1.00,0.84,f,West Cambridge,2,1,0,1,1,,
97.00,0.90,0.46,f,Riverside,2,1,1,1,1,80,0.41
119.00,0.90,0.46,f,Cambridgeport,2,1,1,1,1,,
55.00,0.60,0.31,f,Mid-Cambridge,1,1,1,1,1,93,1.75
142.00,0.90,0.46,f,Cambridgeport,2,1,1,1,1,90,0.38
50.00,1.00,0.85,f,Wellington-Harrington,1,2,1,1,1,,
299.00,0.85,0.95,t,Strawberry Hill,8,2.5,4,4,4,99,4.01
100.00,1.00,1.00,f,The Port,2,1.5,1,2,1,,
85.00,0.91,0.97,f,Mid-Cambridge,2,1,1,1,1,87,0.71
200.00,0.91,0.97,f,Mid-Cambridge,6,1.5,2,3,1,87,0.98
153.00,1.00,0.98,f,Mid-Cambridge,2,1,1,1,1,,
180.00,1.00,0.92,f,East Cambridge,4,1,1,2,2,80,0.41
370.00,N/A,N/A,f,Mid-Cambridge,4,1,3,3,2,,
200.00,0.91,0.97,f,Mid-Cambridge,5,1,2,3,2,100,0.35
250.00,1.00,0.98,f,The Port,6,1,2,2,6,92,1.76
213.00,1.00,0.97,t,Riverside,5,1,1,3,3,98,3.35
100.00,1.00,0.98,t,The Port,2,1,1,0,2,,
234.00,0.97,1.00,t,East Cambridge,5,1,2,3,1,98,5.2
500.00,0.93,1.00,f,Riverside,9,2,4,7,6,,
42.00,N/A,0.10,f,East Cambridge,2,1,1,1,1,,
150.00,1.00,0.84,f,Riverside,5,1,2,2,1,,
189.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
200.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
35.00,1.00,1.00,f,Riverside,1,1,1,1,1,100,0.81
99.00,1.00,1.00,f,The Port,3,1,1,2,1,88,3.3
99.00,1.00,1.00,f,The Port,2,1,1,1,1,89,5.74
99.00,1.00,1.00,f,The Port,2,1,1,2,1,100,2.86
99.00,1.00,1.00,f,The Port,3,1,1,2,1,92,5.3
99.00,1.00,1.00,f,The Port,2,1,1,1,1,90,5.36
99.00,1.00,1.00,f,The Port,2,1,1,2,1,91,4.79
249.00,0.89,0.83,f,Mid-Cambridge,4,1,2,2,1,100,0.5
110.00,N/A,0.90,f,Mid-Cambridge,2,1,1,1,2,100,1.38
160.00,N/A,0.94,f,Mid-Cambridge,2,1,1,1,1,70,1.26
200.00,1.00,0.93,f,Mid-Cambridge,6,1,2,2,1,100,1.62
55.00,N/A,0.94,f,Mid-Cambridge,3,1,1,1,1,78,1.24
74.00,1.00,0.34,f,Neighborhood Nine,2,1,1,2,1,,
149.00,1.00,1.00,f,North Cambridge,4,1,2,2,1,99,2.86
99.00,1.00,0.99,f,The Port,2,1,1,1,1,90,4.82
99.00,1.00,0.99,f,The Port,3,1,1,2,1,88,4.2
99.00,1.00,0.99,f,The Port,3,1,1,2,1,91,5.05
140.00,N/A,0.94,f,Mid-Cambridge,2,1,1,1,1,70,0.68
70.00,N/A,N/A,f,Mid-Cambridge,1,1,1,1,1,,
300.00,1.00,0.89,f,The Port,6,1,2,4,1,96,1.59
200.00,1.00,0.90,f,East Cambridge,6,1,2,4,1,92,3.65
215.00,N/A,1.00,f,Wellington-Harrington,6,3,2,2,1,100,0.71
70.00,1.00,0.99,f,Cambridgeport,2,1,1,1,1,98,1.37
204.00,1.00,0.98,f,The Port,2,1,1,1,1,,
350.00,N/A,N/A,f,North Cambridge,6,2,3,4,1,,
77.00,1.00,0.34,f,Neighborhood Nine,2,1,1,2,1,,
60.00,N/A,N/A,f,Neighborhood Nine,1,1.5,1,2,1,,
65.00,1.00,0.96,f,Wellington-Harrington,2,1.5,1,1,1,93,0.53
120.00,1.00,1.00,t,Agassiz,2,1,1,1,2,100,0.75
116.00,1.00,0.98,f,The Port,2,1,1,1,1,,
175.00,1.00,0.98,f,The Port,2,1,1,1,1,,
250.00,1.00,1.00,t,Wellington-Harrington,6,2,3,3,1,100,3.05
60.00,N/A,0.13,f,Area 2/MIT,1,1,1,1,1,80,0.19
226.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,,
130.00,0.89,0.83,f,Mid-Cambridge,1,1,1,1,1,88,0.92
129.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,,
125.00,1.00,1.00,t,Neighborhood Nine,2,1,1,0,2,100,0.59
110.00,1.00,1.00,t,Agassiz,2,1,1,1,1,100,1.12
585.00,1.00,0.83,f,The Port,8,3,3,5,8,100,0.65
100.00,N/A,0.60,f,East Cambridge,1,1,1,1,1,95,0.94
350.00,1.00,0.93,f,East Cambridge,10,2,5,6,1,98,3.37
180.00,N/A,0.94,f,North Cambridge,2,1,1,1,1,100,0.37
129.00,1.00,0.98,f,East Cambridge,2,1,1,1,1,,
125.00,1.00,1.00,f,West Cambridge,6,2,2,3,4,100,3.7
149.00,1.00,1.00,t,Mid-Cambridge,4,1,2,2,1,93,5.23
400.00,0.70,0.79,f,North Cambridge,8,3,4,4,5,100,0.58
210.00,0.96,0.88,f,Mid-Cambridge,5,1.5,2,0,2,80,0.49
227.00,1.00,0.67,t,East Cambridge,4,2,2,2,1,,
156.00,1.00,0.67,t,East Cambridge,2,1,0,0,1,,
165.00,1.00,0.67,t,Area 2/MIT,2,1,0,0,1,,
185.00,1.00,0.67,t,Area 2/MIT,2,1,0,0,1,,
245.00,1.00,0.67,t,East Cambridge,4,2,2,2,1,,
161.00,1.00,0.67,t,Area 2/MIT,2,1,0,0,1,,
78.00,1.00,1.00,f,East Cambridge,2,1,1,1,1,96,1.07
110.00,1.00,0.95,t,The Port,6,1,2,2,1,,
100.00,0.50,0.81,f,Neighborhood Nine,3,1,1,2,1,100,0.32
2250.00,1.00,0.95,f,North Cambridge,6,2,2,3,1,98,3.61
213.00,1.00,0.98,f,The Port,4,2,2,2,2,,
165.00,1.00,0.98,f,The Port,2,1,1,1,1,,
78.00,1.00,0.96,f,Wellington-Harrington,2,1.5,1,1,1,100,0.97
68.00,1.00,0.96,f,Wellington-Harrington,2,1.5,1,1,1,,
209.00,1.00,0.67,t,Cambridgeport,4,1,2,2,1,,
170.00,1.00,0.98,f,Agassiz,2,1,1,1,1,,
111.00,1.00,0.98,f,Agassiz,2,1,1,1,1,,
165.00,1.00,0.98,f,Agassiz,2,1,1,1,1,,
166.00,1.00,0.98,f,Mid-Cambridge,2,1,1,1,1,,
176.00,1.00,0.67,t,The Port,2,1,1,1,1,,
95.00,1.00,1.00,f,North Cambridge,2,1,1,1,1,60,0.39
203.00,1.00,0.67,t,Mid-Cambridge,4,1,2,2,1,,
80.00,N/A,N/A,f,Cambridgeport,2,1,1,0,1,,
29.00,0.89,0.91,f,Strawberry Hill,1,1,1,,1,88,2.61
28.00,0.89,0.91,f,Strawberry Hill,1,1,1,1,1,94,1.79
137.00,1.00,0.98,f,Mid-Cambridge,2,1,1,1,1,,
35.00,1.00,0.40,f,Neighborhood Nine,1,1,1,,1,,
210.00,0.89,0.83,f,Mid-Cambridge,4,1,2,2,4,,
150.00,0.96,0.88,f,Mid-Cambridge,2,1,1,2,2,,
250.00,1.00,1.00,t,North Cambridge,10,2,5,5,6,,
250.00,1.00,0.99,t,Riverside,8,1.5,3,3,6,,
250.00,1.00,0.98,f,Riverside,8,1.5,3,4,6,,
400.00,0.70,0.79,f,North Cambridge,8,3,4,4,5,100,0.53
59.00,N/A,1.00,f,Wellington-Harrington,2,1,1,0,1,,
99.00,0.89,0.83,f,Mid-Cambridge,1,1,1,1,1,,
141.00,1.00,0.67,t,Cambridgeport,2,1,0,0,1,,
161.00,1.00,0.67,t,The Port,2,1,0,0,1,,
173.00,1.00,0.67,t,The Port,2,1,1,1,1,,
149.00,0.89,0.91,f,West Cambridge,4,1,2,2,2,60,1.96
65.00,0.90,0.68,f,Neighborhood Nine,6,1,2,3,4,100,0.37
80.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,2,100,0.71
160.00,0.90,0.68,f,Neighborhood Nine,3,1,1,2,4,,
165.00,0.92,0.91,f,East Cambridge,8,1.5,3,5,3,100,0.61
170.00,0.90,0.69,f,North Cambridge,9,1,3,4,4,80,2.31
120.00,1.00,1.00,f,Mid-Cambridge,1,2.5,1,0,1,,
210.00,0.90,0.69,f,North Cambridge,6,1,3,5,3,96,2.05
99.00,0.89,0.83,f,Mid-Cambridge,1,1,1,1,1,100,2.14
2500.00,1.00,0.99,t,Mid-Cambridge,16,8,8,16,8,,
75.00,0.90,0.68,f,Agassiz,3,1,1,2,2,,
110.00,0.90,0.68,f,Neighborhood Nine,6,1,2,3,3,,0.44
74.00,1.00,1.00,f,Cambridgeport,2,1,1,1,1,100,5.13
90.00,1.00,1.00,f,Cambridgeport,4,1,1,2,2,95,1.76
49.00,1.00,0.46,f,Riverside,2,1,1,1,1,80,2
75.00,0.80,0.33,f,Cambridgeport,2,1.5,1,1,1,,
75.00,1.00,1.00,f,North Cambridge,1,2,1,1,1,,
100.00,1.00,0.92,f,East Cambridge,2,1,1,1,2,100,2
124.00,1.00,0.98,f,Area 2/MIT,2,1,1,1,1,,
199.00,1.00,0.95,f,Strawberry Hill,8,1,2,5,4,93,1.96
199.00,1.00,0.95,f,Strawberry Hill,7,1,2,6,4,100,2.14
245.00,1.00,1.00,f,West Cambridge,6,1,3,3,5,80,0.53
